,zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,Language,legal_gps2122,legal_music2122,legal_app2122,year,month,day,beh_score,acc_score,threat_score,legal_score,will_score,Nonawareness_score
1121,98118,1,4.0,5,5,3,2,5,2,1,4,4,4,3,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,1,1,1,1.0,2,3,4,4,4,4,4,1,2,2,1,1,1,1,1,2,2,1,1,1,2,1,54,4,2,2,2,1,1.0,0.665785037,1.0,,,,2019,5,24,2,5,12,11.0,4,66.0
1122,98391,1,1.0,3,3,5,1,5,4,1,4,4,4,1,1,1,2,1,1,1,1,3,2,2,2.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,2,1,1,2,2,43,3,3,3,2,1,2.0,0.712050507,1.0,,,,2019,5,24,4,3,14,8.0,0,49.0
1123,98198,1,1.0,5,5,3,3,3,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,49,3,3,4,5,1,2.0,1.096942091,1.0,,,,2019,5,24,4,2,11,9.0,0,48.0
1124,98023,1,1.0,3,5,5,3,5,3,2,3,4,4,3,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,2,2,1.0,2,2,1,2.0,2,4,4,4,4,4,3,3,1,2,1,1,2,1,1,2,1,1,1,1,2,2,64,4,3,3,3,1,2.0,0.91306588,1.0,,,,2019,5,24,2,4,13,9.0,2,54.0
1125,98006,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,1,2,1,1,2.0,1,1,1,1.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,66,5,4,2,3,1,2.0,4.560185232,1.0,,,,2019,5,24,0,2,10,14.0,0,54.0
1126,98059,1,1.0,5,5,5,3,5,4,2,4,4,4,2,1,1,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,52,4,3,3,4,1,2.0,1.030960612,1.0,,,,2019,5,24,0,2,12,10.0,0,44.0
1127,98155,2,,3,5,3,5,5,2,2,3,4,3,3,2,1,1,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,4,4,3,4,3,4,1,2,2,2,1,1,2,2,2,2,1,1,2,2,46,3,3,4,3,1,2.0,0.82476849,1.0,,,,2019,5,24,4,6,14,9.0,3,64.0
1128,98002,2,,2,5,5,5,5,3,3,4,3,4,2,1,1,2,1,1,1,2,2,2,2,1.0,1,1,1,1,1,2.0,2,2,1,2.0,2,3,4,4,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,61,4,3,1,1,1,2.0,0.91306588,1.0,,,,2019,5,24,3,3,15,13.0,10,93.0
1129,98022,2,,5,5,3,1,5,2,2,4,4,4,2,2,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,28,2,3,1,2,1,3.0,0.716340867,1.0,,,,2019,5,24,2,4,12,9.0,0,47.0
1130,98102,1,1.0,3,3,5,2,3,3,2,4,4,2,3,2,2,3,1,1,1,1,1,3,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,3,3,4,4,4,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,45,3,4,2,3,1,1.0,4.840350518,1.0,,,,2019,5,24,6,5,18,8.0,2,65.0
1131,98002,2,,3,5,5,1,5,3,1,3,4,4,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,1.0,2,4,4,3,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,2,45,3,3,2,1,1,1.0,0.82476849,1.0,,,,2019,5,24,2,5,12,9.0,1,51.0
1132,98023,2,,5,5,5,3,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,58,4,3,3,3,1,2.0,0.91306588,1.0,,,,2019,5,24,0,2,10,9.0,0,39.0
1133,98125,2,,5,5,5,5,2,3,2,3,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,1,1,1,2.0,2,4,4,3,4,4,4,4,2,2,1,2,2,2,1,2,1,1,1,1,2,2,36,3,3,4,4,1,1.0,1.098843375,1.0,,,,2019,5,24,3,4,11,10.0,1,54.0
1134,98075,1,1.0,3,5,3,3,5,2,2,3,4,3,3,2,2,2,2,1,1,1,1,2,2,1.0,1,1,2,1,1,2.0,1,1,1,2.0,2,2,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,53,4,1,3,3,1,2.0,0.633757215,1.0,,,,2019,5,24,4,6,17,14.0,2,79.0
1135,98055,1,1.0,3,3,2,1,3,4,1,4,4,4,2,2,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,51,4,3,4,3,1,2.0,0.82476849,1.0,,,,2019,5,24,9,3,12,10.0,0,63.0
1136,98391,2,,1,3,1,1,3,3,1,3,3,3,1,1,1,1,1,1,1,1,2,1,2,1.0,2,2,2,1,2,1.0,1,1,1,1.0,2,3,3,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,1,59,4,3,2,3,1,3.0,0.591110627,1.0,,,,2019,5,24,12,7,11,13.0,2,87.0
1137,98075,2,,3,3,3,2,4,4,1,4,4,3,2,2,2,1,2,1,1,1,1,2,2,2.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,17,1,3,1,2,1,1.0,0.703534927,1.0,,,,2019,5,24,7,4,15,8.0,7,78.0
1138,98126,1,1.0,3,3,3,3,3,4,3,3,4,4,3,2,1,2,1,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,2,3,3,3,3,4,2,2,2,2,1,2,1,2,2,1,1,1,2,2,30,2,4,4,4,1,1.0,0.960588054,1.0,,,,2019,5,24,8,2,15,9.0,7,81.0
1139,98059,1,3.0,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,2,1,2,1.0,2,2,2,1,2,2.0,1,1,1,1.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,1,1,2,2,34,2,2,4,3,2,2.0,1.239371068,1.0,,,,2019,5,24,0,2,12,12.0,0,25.0
1140,98074,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,1,2,2,2,2,2.0,1,1,1,1.0,1,4,4,4,3,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,16,1,3,1,5,2,1.0,1.155186979,1.0,,,,2019,5,24,0,2,10,13.0,2,28.5
1141,98033,2,,3,5,2,3,4,3,2,4,4,4,3,1,3,3,2,1,1,1,2,2,1,1.0,2,1,1,1,2,2.0,2,2,1,2.0,2,2,3,3,3,4,2,3,1,1,1,2,2,2,2,2,1,2,2,2,2,1,28,2,3,3,5,1,2.0,2.023664226,1.0,,,,2019,5,24,6,3,19,12.0,8,94.0
1142,98031,1,1.0,3,5,3,5,5,4,3,3,4,4,1,1,1,2,2,1,1,1,1,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,3,3,3,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,39,3,3,3,3,1,1.0,0.8790747,1.0,,,,2019,5,24,4,2,13,9.0,3,59.0
1143,98074,1,1.0,3,5,3,1,3,4,2,4,4,3,2,1,1,2,1,1,2,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,3,4,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,40,3,4,4,5,1,2.0,1.728644137,1.0,,,,2019,5,24,6,3,14,8.0,4,65.0
1144,98101,2,,5,5,5,3,5,4,2,3,4,4,3,2,2,3,2,1,2,1,3,2,2,1.0,2,2,2,1,2,2.0,1,1,1,1.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,2,1,2,2,2,2,2,49,3,3,3,2,1,1.0,0.668062477,1.0,,,,2019,5,24,0,3,21,12.0,0,60.0
1145,98040,1,1.0,5,5,5,5,5,2,2,4,4,4,3,2,1,2,2,2,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,1,2,2,2,2,2,1,22,2,4,1,2,1,3.0,0.708379174,1.0,,,,2019,5,24,0,4,16,8.0,0,44.0
1146,98105,1,1.0,5,5,5,4,5,4,2,4,4,3,2,2,2,3,2,2,2,2,3,4,2,1.0,2,2,2,2,2,2.0,1,2,1,1.0,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,59,4,3,3,2,1,2.0,0.478799608,1.0,,,,2019,5,24,0,3,24,11.0,0,60.0
1147,98125,1,1.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,1,1,2,1.0,1,3,3,4,3,3,3,4,2,2,2,2,1,1,1,2,2,2,2,2,2,1,16,1,8,3,1,2,1.0,0.87454219,1.0,,,,2019,5,24,0,0,10,11.0,5,29.0
1148,98155,2,,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,1,1,2,1,59,4,8,3,1,1,2.0,0.932813497,1.0,,,,2019,5,24,0,5,20,8.0,7,70.0
1149,98027,2,,5,5,4,4,5,3,2,4,4,4,2,1,1,2,1,3,1,1,1,2,1,1.0,2,2,1,1,1,2.0,2,2,1,2.0,1,3,3,3,4,3,4,3,1,2,1,2,2,1,2,2,1,1,1,2,2,2,20,2,4,3,3,1,2.0,0.733350064,1.0,,,,2019,5,24,1,3,15,13.0,5,74.0
1150,98034,1,1.0,5,5,5,5,5,4,2,4,4,3,1,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,29,2,3,3,2,1,2.0,0.716340867,1.0,,,,2019,5,24,0,3,11,8.0,0,38.0
1151,98125,1,1.0,3,3,5,1,5,3,1,3,3,3,2,2,1,1,1,1,1,1,1,2,2,2.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,3,3,3,3,4,4,1,1,1,1,1,2,2,2,1,1,2,2,2,2,41,3,4,3,2,1,2.0,0.611250909,1.0,,,,2019,5,24,4,7,13,7.0,4,61.0
1152,98155,2,,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,1,2,2,78,5,1,2,2,1,2.0,2.75450949,1.0,,,,2019,5,24,0,2,11,8.0,0,37.0
1153,98059,2,,3,5,5,4,5,3,2,3,4,4,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,1,1,1,1.0,1,4,4,4,4,3,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,43,3,3,3,3,1,2.0,0.8790747,1.0,,,,2019,5,24,2,4,12,12.0,1,59.0
1154,98168,2,,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,1,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,55,4,3,1,2,1,2.0,0.739583363,1.0,,,,2019,5,24,0,0,12,9.0,0,39.0
1155,98125,2,,5,5,5,5,5,4,2,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1.0,2,2,2,2,2,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,25,2,3,2,1,2,1.0,0.88437144,1.0,,,,2019,5,24,0,3,11,11.0,0,23.5
1156,98155,1,1.0,1,1,5,1,1,3,2,3,3,3,2,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,3,3,4,3,4,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,36,3,3,4,3,1,2.0,0.8790747,1.0,,,,2019,5,24,12,6,13,9.0,5,85.0
1157,98006,1,3.0,5,5,5,5,5,4,2,4,4,4,2,1,1,1,1,1,1,1,1,1,2,1.0,1,2,2,2,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,2,2,2,1,63,4,3,3,5,1,2.0,0.786177134,1.0,,,,2019,5,24,0,2,11,10.0,0,43.0
1158,98144,1,4.0,5,5,5,5,5,4,4,4,4,4,1,1,1,1,1,1,1,1,3,1,2,1.0,2,2,2,2,1,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,46,3,3,2,2,2,1.0,0.668062477,1.0,,,,2019,5,24,0,0,12,11.0,0,22.5
1159,98022,2,,3,5,3,2,5,3,2,3,4,4,3,2,1,2,1,2,1,1,3,2,2,1.0,2,2,2,2,2,2.0,1,2,1,2.0,2,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,23,2,3,1,2,1,3.0,0.703534927,1.0,,,,2019,5,24,4,4,18,9.0,1,60.0
1160,98198,2,,5,5,4,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,2,50,4,3,1,1,1,2.0,0.82476849,1.0,,,,2019,5,24,1,1,10,11.0,0,46.0
1161,98030,1,1.0,5,5,5,3,5,4,2,3,4,3,3,1,2,3,2,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,3,4,1,1,1,1,1,1,1,1,2,2,1,1,2,2,54,4,3,4,1,1,1.0,0.82476849,1.0,,,,2019,5,24,0,4,17,8.0,1,48.0
1162,98059,1,1.0,3,3,5,2,3,4,2,3,4,4,3,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,43,3,3,4,3,1,2.0,0.8790747,1.0,,,,2019,5,24,6,3,12,11.0,0,60.0
1163,98116,2,,5,5,5,5,5,4,2,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,1,1,1,1,2,1,2,1,1,2,1,52,4,1,3,1,2,1.0,0.633757215,1.0,,,,2019,5,24,0,2,10,7.0,0,16.5
1164,98188,1,1.0,3,5,2,2,5,2,1,3,4,3,3,2,1,2,1,1,1,1,1,2,1,1.0,1,1,2,1,2,1.0,1,2,2,1.0,2,2,3,3,4,4,4,4,2,2,2,1,2,1,2,2,2,2,2,2,2,1,35,3,3,3,3,1,2.0,0.792605254,1.0,,,,2019,5,24,5,7,15,14.0,4,86.0
1165,98030,2,,1,1,5,3,5,2,2,4,3,4,4,1,1,3,1,2,1,1,1,1,2,1.0,1,2,2,2,2,2.0,2,2,2,2.0,2,2,4,4,3,4,4,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,49,3,3,3,1,1,2.0,0.82476849,1.0,,,,2019,5,24,8,5,16,8.0,3,70.0
1166,98105,2,,5,5,5,5,3,3,2,3,3,3,2,2,1,2,1,1,1,1,2,2,2,1.0,2,2,2,2,2,2.0,1,1,2,1.0,2,4,4,3,4,4,4,4,2,2,1,1,1,1,2,2,2,2,1,1,2,1,44,3,3,3,1,1,1.0,0.792605254,1.0,,,,2019,5,24,2,6,15,10.0,1,58.0
1167,98056,1,1.0,3,5,5,3,5,3,2,3,3,3,3,2,1,2,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,1,1.0,2,4,3,3,3,3,3,3,2,2,2,1,1,1,1,2,1,1,1,1,2,2,39,3,3,3,2,1,2.0,0.712050507,1.0,,,,2019,5,24,2,6,15,9.0,6,70.0
1168,98188,2,,5,5,5,2,5,3,2,3,3,3,2,2,1,1,1,1,1,1,1,2,1,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,3,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,46,3,4,1,1,1,2.0,4.840350518,1.0,,,,2019,5,24,0,6,13,11.0,3,61.0
1169,98029,1,1.0,2,2,5,2,2,3,2,3,3,2,3,2,1,2,1,1,1,1,1,3,2,1.0,2,2,2,1,2,1.0,1,1,1,2.0,2,4,2,3,3,3,3,3,1,1,1,1,1,1,1,2,1,2,1,1,2,2,17,1,3,2,4,1,2.0,1.085702048,1.0,,,,2019,5,24,9,7,16,12.0,7,98.0
1170,98092,2,,5,5,3,2,5,4,1,4,4,4,1,1,1,1,1,1,1,1,2,2,2,1.0,2,2,2,2,2,2.0,1,1,1,1.0,2,4,4,3,4,4,4,4,1,1,2,1,1,1,1,2,2,1,1,1,2,2,66,5,3,2,3,1,2.0,0.909709492,1.0,,,,2019,5,24,2,3,12,11.0,1,55.0
1171,98053,2,,5,5,4,2,5,4,3,4,4,4,1,1,1,2,2,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,79,5,3,4,3,1,2.0,1.32982567,1.0,,,,2019,5,24,1,1,12,9.0,0,42.0
1172,98047,1,1.0,5,5,5,5,5,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,2.0,1,2,2,2,2,2.0,1,1,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,48,3,3,3,1,1,2.0,0.704096246,1.0,,,,2019,5,24,0,5,11,10.0,0,46.0
1173,98010,2,,5,5,5,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,2,2,2,2,2,1,1,2,2,1,1,1,2,2,72,5,3,2,1,1,3.0,0.909709492,1.0,,,,2019,5,24,0,5,10,7.0,0,36.0
1174,98038,1,1.0,5,5,5,1,5,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,1,54,4,3,3,2,1,2.0,0.570317959,1.0,,,,2019,5,24,0,6,20,9.0,4,65.0
1175,98108,2,,5,5,5,4,5,4,2,3,4,4,1,1,1,1,1,1,1,1,2,1,2,1.0,2,2,2,2,2,2.0,1,1,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,2,1,2,1,1,2,1,1,2,2,34,2,3,1,1,2,1.0,0.88437144,1.0,,,,2019,5,24,0,3,11,9.0,0,20.5
1176,98155,2,,3,5,5,4,5,3,2,3,3,3,2,1,2,3,2,1,1,2,2,2,2,1.0,2,2,2,2,2,2.0,1,2,1,1.0,2,3,4,4,4,4,4,4,2,2,1,1,2,2,2,2,2,2,2,2,2,1,66,5,3,3,3,1,2.0,0.721231395,1.0,,,,2019,5,24,2,6,18,10.0,1,61.0
1177,98008,1,1.0,5,5,5,3,5,4,4,4,3,3,1,1,2,2,1,3,1,1,1,3,2,1.0,2,2,1,2,1,1.0,1,1,1,1.0,2,4,4,3,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,2,2,2,52,4,4,3,2,1,1.0,3.92068392,1.0,,,,2019,5,24,0,2,16,14.0,1,63.0
1178,98146,1,1.0,1,3,5,2,2,3,1,2,3,2,2,1,1,2,2,1,1,1,2,2,2,1.0,2,2,2,1,2,2.0,1,1,1,1.0,1,4,3,2,4,3,4,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,44,3,3,3,3,1,2.0,0.8790747,1.0,,,,2019,5,24,9,9,15,13.0,5,96.0
1179,98003,2,,5,5,5,5,5,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,2,2,1,1,1,1,1,2,2,1,1,1,2,2,62,4,3,2,1,2,2.0,0.91306588,1.0,,,,2019,5,24,0,3,10,8.0,0,18.5
1180,98070,1,1.0,4,5,5,3,5,3,2,3,4,3,2,1,1,4,2,1,1,2,2,2,2,1.0,1,1,1,1,1,1.0,2,2,1,2.0,2,4,4,3,4,4,3,3,2,2,1,1,2,2,2,2,2,2,1,1,2,2,51,4,3,4,5,1,3.0,1.096942091,1.0,,,,2019,5,24,1,5,18,14.0,3,76.0
1181,98101,2,,5,5,5,5,5,4,3,4,4,3,1,1,2,3,2,1,1,1,1,1,2,1.0,2,2,2,2,2,2.0,2,2,2,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,1,1,1,2,2,50,4,3,3,1,2,1.0,0.82476849,1.0,,,,2019,5,24,0,2,14,7.0,0,18.5
1182,98003,1,2.0,1,1,2,1,2,1,1,1,1,1,1,4,4,4,4,3,2,4,4,2,2,2.0,2,2,2,1,2,1.0,2,1,2,2.0,2,3,3,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,21,2,3,1,2,1,1.0,0.703534927,1.0,,,,2019,5,24,14,15,32,9.0,11,135.0
1183,98008,2,,5,5,5,5,5,4,2,4,4,3,2,1,1,1,1,1,1,1,1,2,2,1.0,2,2,2,2,2,2.0,2,2,2,1.0,2,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,2,1,2,2,2,20,2,4,3,3,1,2.0,0.733350064,1.0,,,,2019,5,24,0,3,12,8.0,0,39.0
1184,98058,1,1.0,3,3,5,2,3,3,2,3,3,3,3,2,2,3,2,1,1,2,2,2,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,1,3,3,4,4,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,1,56,4,3,3,5,1,2.0,0.786177134,1.0,,,,2019,5,24,6,6,20,10.0,5,83.0
1185,98125,1,1.0,5,5,5,5,5,3,2,1,1,1,2,1,2,2,1,1,1,1,3,1,2,1.0,2,2,2,2,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,1,1,1,2,2,47,3,3,2,3,1,2.0,0.82476849,1.0,,,,2019,5,24,0,12,15,8.0,0,51.0
1186,98105,1,6.0,5,5,5,5,5,2,1,4,4,4,2,1,1,2,1,1,1,1,2,2,2,1.0,1,1,1,1,2,2.0,2,2,1,1.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,24,2,7,4,1,2,1.0,0.87454219,1.0,,,,2019,5,24,0,5,14,13.0,0,29.0
1187,98178,1,1.0,5,5,5,2,5,4,1,4,4,4,2,1,1,3,2,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,2,2,1,1,2,2,57,4,3,3,4,1,1.0,1.14133235,1.0,,,,2019,5,24,0,3,14,10.0,0,47.0
1188,98074,2,,5,5,5,5,5,4,2,4,4,4,2,1,2,2,1,1,1,1,1,1,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,52,4,3,3,4,1,2.0,0.880120308,1.0,,,,2019,5,24,0,2,13,9.0,0,42.0
1189,98023,2,,5,5,5,5,5,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,2,2,1.0,1,1,1,1.0,2,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,69,5,3,4,4,1,2.0,1.137136865,1.0,,,,2019,5,24,0,1,10,12.0,0,47.0
1190,98055,1,1.0,4,3,5,5,3,4,1,4,4,3,1,1,2,2,1,1,1,2,4,2,2,1.0,2,2,2,1,2,2.0,2,2,1,2.0,2,4,4,4,4,3,4,3,1,1,1,1,1,1,1,2,1,2,2,1,2,1,46,3,3,1,1,1,1.0,0.704096246,1.0,,,,2019,5,24,5,4,17,9.0,2,64.0
1191,98034,1,7.0,5,5,5,2,2,4,1,3,4,3,2,1,1,1,1,1,1,1,1,3,2,1.0,2,2,1,2,2,2.0,1,2,1,1.0,2,2,3,2,4,4,4,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,38,3,4,3,1,1,2.0,0.754630752,1.0,,,,2019,5,24,3,5,13,11.0,5,72.0
1192,98121,1,3.0,1,5,3,4,3,2,2,4,4,3,3,1,2,2,1,2,1,1,3,2,2,1.0,2,2,2,1,2,1.0,2,2,2,1.0,2,4,4,4,4,4,4,4,1,1,2,1,1,1,2,2,1,2,1,1,2,1,34,2,1,3,1,1,1.0,0.599510938,1.0,,,,2019,5,24,8,5,18,10.0,0,69.0
1193,98058,1,1.0,1,3,3,3,5,4,3,3,3,3,3,2,2,2,2,1,1,1,2,2,2,1.0,1,1,2,1,2,1.0,2,2,2,1.0,2,4,2,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,37,3,3,4,2,1,2.0,0.712050507,1.0,,,,2019,5,24,8,4,18,12.0,4,86.0
1194,98070,2,,3,5,3,3,2,3,2,3,4,2,2,1,2,2,1,1,1,2,2,3,2,1.0,2,2,2,2,2,1.0,2,2,1,1.0,2,2,4,4,3,4,3,4,2,2,2,1,1,1,1,2,2,2,1,1,2,1,59,4,6,4,4,1,3.0,1.166016871,1.0,,,,2019,5,24,7,6,17,10.0,4,79.0
1195,98006,1,1.0,5,5,5,3,2,3,2,3,4,1,2,1,1,2,1,2,1,2,1,4,2,1.0,2,2,2,1,2,2.0,2,2,1,1.0,2,4,4,2,3,3,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,29,2,4,4,4,1,3.0,2.447229141,1.0,,,,2019,5,24,3,7,17,10.0,9,87.0
1196,98058,1,1.0,3,5,4,2,5,3,1,4,4,4,3,1,1,1,1,1,1,1,1,1,2,1.0,2,2,2,1,2,1.0,2,2,1,2.0,2,3,4,4,3,4,4,4,2,2,2,1,1,1,1,2,1,1,1,1,2,2,38,3,3,2,2,1,2.0,0.712050507,1.0,,,,2019,5,24,3,4,12,10.0,2,58.0
