zip,work_outside_home,Commute,beh_read,beh_type,beh_handheld,beh_handfree,beh_app,acc_handheld,acc_handfree,acc_read,acc_type,acc_app,threat_talk,threat_type,threat_aggressive,threat_spdfwy,threat_spdres,threat_lights,threat_asleep,threat_alcohol,threat_cannabis,threat_app,legal_addgps,legal_gps1819,legal_handheld,legal_handheldstop,legal_handheldspkr,legal_911,legal_camera,legal_music1819,legal_readstop,legal_typestop,legal_handfree,legal_app1819,legal_video,will30_handheld,will30_type,will30_app,willever_tixtalk,willever_tixtext,willever_crashtalk,willever_crashtext,stop_family,stop_friends,stop_pass,stop_bt,stop_tix124,stop_tix240,stop_ins,stop_work,stop_app,stop_block,stop_crash,stop_kill,stop_none,Gender,Age,agegrp1,Race,Education,Income,drive30days,Urbanicity,weight,year,month,day,latitude,longitutde
98056,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,55,3,White,Associate's / Bachelor's,$120 - $160K,Yes,Suburban,1.518856914,2018,7,1,47.512527,-122.190248
98042,1,1.0,Regularly,Regularly,Regularly,Fairly Often,Fairly Often,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Legal,Illegal,Legal,Legal,Legal,Legal,Legal,Legal,Not Sure,Illegal,Legal,Illegal,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Male,60,3,Hispanic,Master's Or Higher,< $40K,Yes,Suburban,16.58739126,2018,7,1,47.367737,-122.117029
98003,2,,Never,Never,Rarely,Fairly Often,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Not a Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Not Sure,Legal,Illegal,Not Sure,Not Sure,Legal,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Legal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,No,Male,52,3,Black,Some College,$80K - $120K,Yes,Urban,0.432869566,2018,7,1,47.304801,-122.316969
98177,1,1.0,Never,Never,Just Once,Never,Never,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,70,4,White,Some College,$80K - $120K,Yes,Suburban,0.61528162,2018,7,1,47.742239,-122.376608
98101,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Legal,Illegal,Legal,Legal,Legal,Legal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Male,78,4,White,Associate's / Bachelor's,< $40K,No,Urban,0.748541573,2018,7,2,47.610902,-122.336422
98125,1,1.0,Rarely,Rarely,Never,Regularly,Regularly,Completely Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Threat,Threat,Threat,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Legal,Illegal,Legal,Illegal,Legal,Not Sure,Not Sure,Legal,Legal,Legal,Legal,Illegal,Very Unlikely,Somewhat Likely,Very Likely,Somewhat Unlikely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Male,47,2,White,Associate's / Bachelor's,> $160K,Yes,Urban,1.834561726,2018,7,2,47.716513,-122.295829
98002,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Not Sure,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,60,3,White,Associate's / Bachelor's,< $40K,Yes,Urban,0.599948481,2018,7,2,47.308286,-122.216812
98005,1,1.0,Rarely,Rarely,Fairly Often,Never,Fairly Often,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Acceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Not Sure,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Likely,Somewhat Likely,Very Likely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Female,26,2,White,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,0.716340867,2019,5,23,47.614533,-122.168798
98023,2,,Rarely,Never,Fairly Often,Fairly Often,Rarely,Somewhat Acceptable,Completely Accptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Not Sure,Not Sure,Legal,Illegal,Not Sure,Not Sure,Not Sure,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Female,28,2,White,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,0.716340867,2019,5,23,47.311491,-122.36281
98023,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Not Sure,Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Not Sure,Illegal,Not Sure,Not Sure,Legal,Not Sure,Illegal,Not Sure,Not Sure,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,34,2,White,Some College,< $40K,No,Rural,0.88437144,2019,5,23,47.311491,-122.36281
98178,2,,Just Once,Never,Rarely,Fairly Often,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Not Sure,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,33,2,Hispanic,High School,< $40K,Yes,Suburban,0.418909577,2019,5,23,47.499387,-122.243852
98121,1,2.0,Never,Never,Never,Never,Never,Not Sure,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Legal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Female,43,3,Native Hawaiian / Pacific Islander,Some College,$80K - $120K,No,Urban,0.754630752,2019,5,23,47.615192,-122.350581
98126,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Very Serious Threat,Legal,Legal,Illegal,Illegal,Illegal,Legal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,72,5,White,Associate's / Bachelor's,$40K - $80K,No,Urban,0.58419743,2019,5,23,47.555647,-122.37959
98008,1,1.0,Regularly,Regularly,Regularly,Never,Regularly,Completely Accptable,Completely Accptable,Completely Accptable,Completely Accptable,Completely Accptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Legal,Illegal,Legal,Legal,Legal,Illegal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Male,37,3,White,Associate's / Bachelor's,$120 - $160K,Yes,Urban,0.990756567,2019,5,23,47.605797,-122.099118
98102,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Not Sure,Not Sure,Illegal,Not Sure,Not Sure,Not Sure,Legal,Illegal,Not Sure,Not Sure,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,64,4,Asian,Associate's / Bachelor's,< $40K,No,Urban,0.932813497,2019,5,23,47.63714,-122.321891
98102,1,1.0,Never,Never,Never,Never,Never,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Legal,Legal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Somewhat Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Male,41,3,Hispanic,Master's Or Higher,$80K - $120K,Yes,Urban,0.563407008,2019,5,23,47.63714,-122.321891
98023,1,1.0,Never,Never,Never,Regularly,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Not Sure,Illegal,Illegal,Legal,Illegal,Legal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Female,68,5,White,Master's Or Higher,$120 - $160K,Yes,Suburban,1.137136865,2019,5,23,47.311491,-122.36281
98101,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not At All a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Illegal,Illegal,Illegal,Illegal,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Illegal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Female,58,4,White,High School,< $40K,No,Urban,0.91306588,2019,5,23,47.610902,-122.336422
98059,1,3.0,Never,Never,Never,Never,Never,Completely Accptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Legal,Legal,Illegal,Not Sure,Not Sure,Not Sure,Legal,Not Sure,Legal,Not Sure,Legal,Not Sure,Not Sure,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Female,25,2,Hispanic,Associate's / Bachelor's,< $40K,No,Suburban,0.418909577,2019,5,23,47.499429,-122.110157
98166,1,1.0,Never,Never,Never,Rarely,Just Once,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Female,33,2,White,Some College,< $40K,Yes,Urban,0.88437144,2019,5,23,47.451576,-122.352986
98057,1,5.0,Regularly,Never,Fairly Often,Regularly,Rarely,Completely Accptable,Completely Accptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not At All a Threat,Threat,Very Serious Threat,Not Sure,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Legal,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Male,21,2,Asian,High School,< $40K,No,Urban,0.87454219,2019,5,23,47.47202,-122.2219
98106,1,1.0,Regularly,Rarely,Rarely,Rarely,Never,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Illegal,Legal,Legal,Legal,Legal,Legal,Legal,Illegal,Legal,Legal,Legal,Illegal,Illegal,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,Very Likely,Somewhat Likely,Very Likely,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Female,59,4,Asian,Associate's / Bachelor's,$40K - $80K,Yes,Urban,8.105920079,2019,5,23,47.544034,-122.349874
98058,1,1.0,Just Once,Rarely,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Very Serious Threat,Threat,Not a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Female,45,3,White,Associate's / Bachelor's,< $40K,Yes,Suburban,0.82476849,2019,5,23,47.442737,-122.123973
98118,2,,Never,Never,Never,Never,Never,Completely Unacceptable,Somewhat Unacceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,38,3,Asian,Associate's / Bachelor's,$40K - $80K,Yes,Urban,0.611250909,2019,5,23,47.540246,-122.268545
98019,2,,Never,Never,Never,Never,Never,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Legal,Not Sure,Not Sure,Not Sure,Not Sure,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,56,4,White,Associate's / Bachelor's,> $160K,Yes,Rural,1.21437762,2019,5,23,47.734333,-121.855307
98005,2,,Rarely,Never,Never,Never,Never,Somewhat Acceptable,Completely Accptable,Somewhat Acceptable,Somewhat Unacceptable,Not Sure,Not a Threat,Threat,Very Serious Threat,Not a Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Not Sure,Not Sure,Illegal,Not Sure,Not Sure,Legal,Not Sure,Legal,Not Sure,Not Sure,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Somewhat Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Female,16,1,Asian,High School,> $160K,Yes,Suburban,0.975355585,2019,5,23,47.614533,-122.168798
98391,2,,Just Once,Never,Never,Not Sure,Not Sure,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Threat,Very Serious Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Legal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Likely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Female,59,4,Black,Associate's / Bachelor's,$120 - $160K,Yes,Rural,8.497545417,2019,5,23,47.177102,-122.166177
98042,2,,Just Once,Rarely,Rarely,Rarely,Rarely,Somewhat Unacceptable,Completely Accptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Not a Threat,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Not At All a Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Male,36,3,White,Some College,$40K - $80K,Yes,Urban,0.642010256,2019,5,23,47.367737,-122.117029
98101,1,6.0,Fairly Often,Rarely,Rarely,Just Once,Just Once,Completely Unacceptable,Somewhat Unacceptable,Somewhat Acceptable,Somewhat Unacceptable,Completely Unacceptable,Not a Threat,Threat,Threat,Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Illegal,Illegal,Legal,Legal,Legal,Legal,Legal,Legal,Illegal,Legal,Illegal,Illegal,Somewhat Unlikely,Somewhat Likely,Very Likely,Very Likely,Somewhat Likely,Somewhat Likely,Very Likely,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Male,49,3,Asian,Master's Or Higher,$40K - $80K,Yes,Urban,0.565326446,2019,5,23,47.610902,-122.336422
98052,1,1.0,Just Once,Just Once,Never,Regularly,Fairly Often,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Not a Threat,Very Serious Threat,Very Serious Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not Sure,Legal,Illegal,Illegal,Legal,Legal,Not Sure,Illegal,Legal,Legal,Legal,Legal,Illegal,Very Unlikely,Very Unlikely,Somewhat Likely,Somewhat Likely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Female,36,3,Hispanic,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,0.429570202,2019,5,23,47.68099,-122.120531
98122,1,1.0,Never,Never,Just Once,Regularly,Never,Completely Unacceptable,Completely Accptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Threat,Very Serious Threat,Threat,Very Serious Threat,Not At All a Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Legal,Illegal,Illegal,Legal,Illegal,Legal,Legal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Male,25,2,Hispanic,Master's Or Higher,$120 - $160K,Yes,Urban,0.749388673,2019,5,23,47.611046,-122.293207
98052,1,1.0,Never,Never,Never,Rarely,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Not a Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Not Sure,Illegal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Male,51,4,White,Associate's / Bachelor's,$40K - $80K,Yes,Rural,0.570317959,2019,5,23,47.68099,-122.120531
98057,1,1.0,Never,Never,Never,Fairly Often,Rarely,Somewhat Acceptable,Somewhat Acceptable,Somewhat Unacceptable,Somewhat Unacceptable,Somewhat Unacceptable,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not a Threat,Threat,Illegal,Legal,Illegal,Illegal,Legal,Not Sure,Illegal,Illegal,Illegal,Illegal,Legal,Not Sure,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Likely,Very Likely,Very Likely,Very Unlikely,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Female,26,2,White,Associate's / Bachelor's,< $40K,No,Suburban,0.88437144,2019,5,23,47.47202,-122.2219
98133,2,,Never,Never,Never,Rarely,Rarely,Somewhat Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Somewhat Acceptable,Not a Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Not a Threat,Illegal,Legal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Somewhat Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Female,28,2,White,Associate's / Bachelor's,$120 - $160K,Yes,Urban,1.1054643,2019,5,23,47.740485,-122.342826
98055,1,1.0,Fairly Often,Fairly Often,Fairly Often,Just Once,Fairly Often,Not Sure,Completely Accptable,Somewhat Unacceptable,Completely Unacceptable,Somewhat Unacceptable,Not a Threat,Very Serious Threat,Threat,Not a Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Threat,Illegal,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Illegal,Legal,Illegal,Illegal,Somewhat Likely,Somewhat Likely,Somewhat Likely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Unlikely,Somewhat Likely,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Others,26,2,White,Associate's / Bachelor's,$40K - $80K,Yes,Suburban,1.23245716,2019,5,23,47.446982,-122.201521
98030,2,,Never,Never,Just Once,Rarely,Never,Completely Unacceptable,Somewhat Acceptable,Completely Unacceptable,Completely Unacceptable,Completely Unacceptable,Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Very Serious Threat,Threat,Very Serious Threat,Not Sure,Legal,Illegal,Illegal,Illegal,Illegal,Illegal,Not Sure,Illegal,Illegal,Legal,Illegal,Illegal,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Female,31,2,Asian,Master's Or Higher,$80K - $120K,Yes,Suburban,0.768470443,2019,5,23,47.367214,-122.198051
